,precision,recall,f1-score,support
non,0.2986017140279657,0.3446121811556481,0.31996133397776705,1921.0
ss,0.3126472898664572,0.20729166666666668,0.24929533354212338,1920.0
ca,0.3130153121319199,0.5533576262363352,0.3998495392138424,1921.0
da,0.40954773869346733,0.16979166666666667,0.24005891016200295,1920.0
accuracy,0.3187971882322312,0.3187971882322312,0.3187971882322312,0.3187971882322312
macro avg,0.33345301367995256,0.31876328518132924,0.30229127922393395,7682.0
weighted avg,0.33344581646552923,0.3187971882322312,0.3023062790045567,7682.0
