,precision,recall,f1-score,support
non,0.2558908639933857,0.32222800624674647,0.28525345622119813,1921.0
ss,0.2673726009265387,0.21041666666666667,0.23549985426989217,1920.0
ca,0.26083072800357304,0.30400832899531494,0.28076923076923077,1921.0
da,0.2914738929279577,0.2296875,0.25691814739295077,1920.0
accuracy,0.2665972403020047,0.2665972403020047,0.2665972403020047,0.2665972403020047
macro avg,0.2688920214628638,0.266585125477182,0.26461017216331795,7682.0
weighted avg,0.26888927967024095,0.2665972403020047,0.2646149628874345,7682.0
