,precision,recall,f1-score,support
non,0.4532459797498511,0.3961478396668402,0.42277777777777775,1921.0
ss,0.6834631241410902,0.7770833333333333,0.7272727272727273,1920.0
ca,0.5332527206771464,0.459135866736075,0.4934265734265734,1921.0
da,0.6075715604801477,0.6854166666666667,0.6441507586882036,1920.0
accuracy,0.5794064045821401,0.5794064045821401,0.5794064045821401,0.5794064045821401
macro avg,0.5693833462620589,0.5794459266007288,0.5719069592913205,7682.0
weighted avg,0.5693635248624107,0.5794064045821401,0.571877330344773,7682.0
