,precision,recall,f1-score,support
non,0.38115863562533836,0.36647579385736595,0.37367303609341823,1921.0
ss,0.5818266110338433,0.6536458333333334,0.6156487613441256,1920.0
ca,0.5340442986054142,0.33888599687662674,0.41464968152866244,1921.0
da,0.49003660024400164,0.6276041666666666,0.5503539620918018,1920.0
accuracy,0.49661546472272844,0.49661546472272844,0.49661546472272844,0.49661546472272844
macro avg,0.4967665363771494,0.4966529476834982,0.48858136026450205,7682.0
weighted avg,0.4967563397957222,0.49661546472272844,0.48855677812405596,7682.0
