,precision,recall,f1-score,support
non,0.507453013609851,0.40760020822488285,0.4520785219399538,1921.0
ss,0.6729150726855394,0.9161458333333333,0.7759153065725629,1920.0
ca,0.5750514050719671,0.4367516918271733,0.49644970414201184,1921.0
da,0.686350435624395,0.7385416666666667,0.711490215755143,1920.0
accuracy,0.6247071075240823,0.6247071075240823,0.6247071075240823,0.6247071075240823
macro avg,0.6104424817479381,0.624759850013014,0.6089834371024179,7682.0
weighted avg,0.6104244681388762,0.6247071075240823,0.6089483630789706,7682.0
